CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41546986,BEDLAM,Manhattan,40,AVENUE C,10009,2122281049,American,09/29/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,09/29/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.721863624186,-73.980453770185,103,02,002601,1004379,1003730001,MN28,
50047557,ENCORE RESTAURANT,Brooklyn,10005,4TH AVE,11209,7187453355,American,09/30/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,09/30/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.61267857005,-74.033762554701,310,43,016200,,3,BK31,
50047557,ENCORE RESTAURANT,Brooklyn,10005,4TH AVE,11209,7187453355,American,09/30/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,09/30/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.61267857005,-74.033762554701,310,43,016200,,3,BK31,
40978159,CANDLE 79,Manhattan,154,EAST   79 STREET,10075,2125377179,Vegan,10/04/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7,A,10/04/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.774771288771,-73.958486193519,108,04,014000,1043255,1014130051,MN40,
50046091,PLAYROOM NYC,Manhattan,3964,10 AVENUE,10034,6466237900,Bottled Beverages,10/05/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,10/05/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.867386450877,-73.91678036952,112,10,030300,1064872,1022290032,MN01,
50046091,PLAYROOM NYC,Manhattan,3964,10 AVENUE,10034,6466237900,Bottled Beverages,10/05/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,10/05/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.867386450877,-73.91678036952,112,10,030300,1064872,1022290032,MN01,
50063017,MINETTA LANE THEATRE,Manhattan,18,MINETTA LANE,10012,2128716834,Bottled Beverages,10/05/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,,,06/06/2024,Pre-permit (Non-operational) / Initial Inspection,40.730330142863,-74.001176242818,102,01,006500,1008750,1005430028,MN23,
50063017,MINETTA LANE THEATRE,Manhattan,18,MINETTA LANE,10012,2128716834,Bottled Beverages,10/05/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,,,06/06/2024,Pre-permit (Non-operational) / Initial Inspection,40.730330142863,-74.001176242818,102,01,006500,1008750,1005430028,MN23,
50063017,MINETTA LANE THEATRE,Manhattan,18,MINETTA LANE,10012,2128716834,Bottled Beverages,10/05/2017,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,38,,,06/06/2024,Pre-permit (Non-operational) / Initial Inspection,40.730330142863,-74.001176242818,102,01,006500,1008750,1005430028,MN23,
41491173,EVE ULTRA LOUNGE,Staten Island,2354,ARTHUR KILL ROAD,10309,7186051000,American,10/06/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.555605930322,-74.213982234383,503,51,020801,5134933,5070670215,SI32,
41491173,EVE ULTRA LOUNGE,Staten Island,2354,ARTHUR KILL ROAD,10309,7186051000,American,10/06/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.555605930322,-74.213982234383,503,51,020801,5134933,5070670215,SI32,
41491173,EVE ULTRA LOUNGE,Staten Island,2354,ARTHUR KILL ROAD,10309,7186051000,American,10/06/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.555605930322,-74.213982234383,503,51,020801,5134933,5070670215,SI32,
41491173,EVE ULTRA LOUNGE,Staten Island,2354,ARTHUR KILL ROAD,10309,7186051000,American,10/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.555605930322,-74.213982234383,503,51,020801,5134933,5070670215,SI32,
40716625,PRUNE,Manhattan,54,EAST    1 STREET,10003,2126776221,American,10/11/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,10/11/2017,06/06/2024,Cycle Inspection / Re-inspection,40.723654383691,-73.989353547482,103,02,003602,1006105,1004430050,MN22,
40716625,PRUNE,Manhattan,54,EAST    1 STREET,10003,2126776221,American,10/11/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,10/11/2017,06/06/2024,Cycle Inspection / Re-inspection,40.723654383691,-73.989353547482,103,02,003602,1006105,1004430050,MN22,
50063017,MINETTA LANE THEATRE,Manhattan,18,MINETTA LANE,10012,2128716834,Bottled Beverages,10/11/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,10/11/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.730330142863,-74.001176242818,102,01,006500,1008750,1005430028,MN23,
40717234,PINE BAR & GRILL,Bronx,1634,EASTCHESTER ROAD,10461,7183190900,Italian,10/12/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,10/12/2017,06/06/2024,Cycle Inspection / Re-inspection,40.84527746261,-73.84509543926,210,18,020000,2093116,2040810021,BX37,
40561290,TOTONNO'S PIZZERIA,Brooklyn,1524,NEPTUNE AVENUE,11224,7183728606,Pizza,10/12/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,10/12/2017,06/06/2024,Cycle Inspection / Re-inspection,40.579110856005,-73.983429632161,313,47,034800,3189087,3070220003,BK21,
40561290,TOTONNO'S PIZZERIA,Brooklyn,1524,NEPTUNE AVENUE,11224,7183728606,Pizza,10/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/12/2017,06/06/2024,Cycle Inspection / Re-inspection,40.579110856005,-73.983429632161,313,47,034800,3189087,3070220003,BK21,
40717234,PINE BAR & GRILL,Bronx,1634,EASTCHESTER ROAD,10461,7183190900,Italian,10/12/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,10/12/2017,06/06/2024,Cycle Inspection / Re-inspection,40.84527746261,-73.84509543926,210,18,020000,2093116,2040810021,BX37,
40717234,PINE BAR & GRILL,Bronx,1634,EASTCHESTER ROAD,10461,7183190900,Italian,10/12/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,10/12/2017,06/06/2024,Cycle Inspection / Re-inspection,40.84527746261,-73.84509543926,210,18,020000,2093116,2040810021,BX37,
50059470,HOTEL STANFORD,Manhattan,43,WEST   32 STREET,10001,2125631500,Japanese,10/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,10/13/2017,06/06/2024,Pre-permit (Operational) / Re-inspection,40.747679030979,-73.986729522959,105,04,007600,1015843,1008340016,MN17,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,10/13/2017,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,2,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
50059470,HOTEL STANFORD,Manhattan,43,WEST   32 STREET,10001,2125631500,Japanese,10/13/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,10,A,10/13/2017,06/06/2024,Pre-permit (Operational) / Re-inspection,40.747679030979,-73.986729522959,105,04,007600,1015843,1008340016,MN17,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
41657014,PICCOLO CAFE,Manhattan,313,AMSTERDAM AVENUE,10023,2128730962,Italian,10/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38,C,10/13/2017,06/06/2024,Cycle Inspection / Re-inspection,40.780321520375,-73.98036793829,107,06,016100,1030096,1011467504,MN12,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016,9172658054,Japanese,10/18/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,21,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.749637382985,-73.977659320761,106,04,008000,1019468,1008950019,MN20,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,41,,,06/06/2024,Pre-permit (Non-operational) / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,41,,,06/06/2024,Pre-permit (Non-operational) / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016,9172658054,Japanese,10/18/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.749637382985,-73.977659320761,106,04,008000,1019468,1008950019,MN20,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,06/06/2024,Administrative Miscellaneous / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,41,,,06/06/2024,Pre-permit (Non-operational) / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016,9172658054,Japanese,10/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.749637382985,-73.977659320761,106,04,008000,1019468,1008950019,MN20,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016,9172658054,Japanese,10/18/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.749637382985,-73.977659320761,106,04,008000,1019468,1008950019,MN20,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016,9172658054,Japanese,10/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.749637382985,-73.977659320761,106,04,008000,1019468,1008950019,MN20,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,,,06/06/2024,Pre-permit (Non-operational) / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50065323,RESOBOX,Manhattan,91,EAST    3 STREET,10003,2125985993,Japanese,10/18/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,41,,,06/06/2024,Pre-permit (Non-operational) / Re-inspection,40.724818036835,-73.988054550256,103,02,003800,1006184,1004450038,MN22,
50067514,ED'S ELBOW ROOM,Manhattan,308,EAST   78 STREET,10075,6466493764,American,10/19/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,A,10/19/2017,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.772434214963,-73.955068609835,108,05,013400,1045223,1014520047,MN31,
50033875,ARIANA'S,Staten Island,60,SOUTH BRIDGE STREET,10309,7189678500,Italian,10/19/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,10/19/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.525074839979,-74.236617139651,503,51,022600,5163148,5075840117,SI11,
50033875,ARIANA'S,Staten Island,60,SOUTH BRIDGE STREET,10309,7189678500,Italian,10/19/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,10/19/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.525074839979,-74.236617139651,503,51,022600,5163148,5075840117,SI11,
50033875,ARIANA'S,Staten Island,60,SOUTH BRIDGE STREET,10309,7189678500,Italian,10/19/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,10/19/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.525074839979,-74.236617139651,503,51,022600,5163148,5075840117,SI11,
50067514,ED'S ELBOW ROOM,Manhattan,308,EAST   78 STREET,10075,6466493764,American,10/19/2017,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,06/06/2024,Administrative Miscellaneous / Initial Inspection,40.772434214963,-73.955068609835,108,05,013400,1045223,1014520047,MN31,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2335,ARTHUR AVENUE,10458,7187332807,Italian,10/23/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,31,C,10/23/2017,06/06/2024,Cycle Inspection / Re-inspection,40.854188025454,-73.888749295607,206,15,039100,2092246,2030650065,BX06,
41424312,LA TERNURA,Brooklyn,4210,3 AVENUE,11232,7186621519,Latin American,10/24/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,24,B,10/24/2017,06/06/2024,Cycle Inspection / Re-inspection,40.652037800133,-74.010065570654,307,38,000200,3010799,3007220038,BK32,
41424312,LA TERNURA,Brooklyn,4210,3 AVENUE,11232,7186621519,Latin American,10/24/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,24,B,10/24/2017,06/06/2024,Cycle Inspection / Re-inspection,40.652037800133,-74.010065570654,307,38,000200,3010799,3007220038,BK32,
41424312,LA TERNURA,Brooklyn,4210,3 AVENUE,11232,7186621519,Latin American,10/24/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,24,B,10/24/2017,06/06/2024,Cycle Inspection / Re-inspection,40.652037800133,-74.010065570654,307,38,000200,3010799,3007220038,BK32,
41424312,LA TERNURA,Brooklyn,4210,3 AVENUE,11232,7186621519,Latin American,10/24/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24,B,10/24/2017,06/06/2024,Cycle Inspection / Re-inspection,40.652037800133,-74.010065570654,307,38,000200,3010799,3007220038,BK32,
40394770,WEMBLEY ATHLETIC CLUB,Bronx,550,EAST  239 STREET,10470,7186528108,American,10/24/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,10/24/2017,06/06/2024,Cycle Inspection / Re-inspection,40.901784816409,-73.85692615797,212,11,041400,2070560,2050650036,BX62,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,10/26/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40393563,GUN POST LANES SNACK BAR,Bronx,1215,EAST GUN HILL ROAD,10469,7188810331,American,10/26/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/26/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.872819107014,-73.85208921574,212,12,036400,2060475,2047320035,BX03,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,10/26/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,10/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,10/26/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40393563,GUN POST LANES SNACK BAR,Bronx,1215,EAST GUN HILL ROAD,10469,7188810331,American,10/26/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,10/26/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.872819107014,-73.85208921574,212,12,036400,2060475,2047320035,BX03,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,10/26/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40393563,GUN POST LANES SNACK BAR,Bronx,1215,EAST GUN HILL ROAD,10469,7188810331,American,10/26/2017,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,12,A,10/26/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.872819107014,-73.85208921574,212,12,036400,2060475,2047320035,BX03,
50061461,TERMINAL 5,Manhattan,610,WEST   56 STREET,10019,2813630900,American,10/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,10/27/2017,06/06/2024,Pre-permit (Operational) / Re-inspection,40.769840730155,-73.992414852851,104,06,013500,1027161,1011030039,MN15,
50002431,DUE AMICI,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,Italian,11/01/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50001777,AU BON PAIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7189176430,Soups/Salads/Sandwiches,11/01/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
41683279,INTREPID SEA-AIR-SPACE MUSEUM,Manhattan,1,INTREPID SQ,,6463815322,American,11/01/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50001777,AU BON PAIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7189176430,Soups/Salads/Sandwiches,11/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
